Name,Size,Type,CR,URL,Font,Author,AC,HP,Speeds,Align.,STR,DEX,CON,INT,WIS,CHA,Sav. Throws,Skills,WRI,Senses,Languages,Additional,average_damage,attack_modifier,has_legendary_action,legendary_action_damage,has_flight,resistance_count,immunity_count,weakness_count,save_dc,is_spellcaster,regeneration_per_round,multiattack_count,ability_count,ability_cr_weight,recharge_damage,limited_use_damage,bonus_action_damage
Shadow Mastiff Alpha,Medium,Monstrosity,2.00,,Volo's Guide to Monsters,Wizards of the Coast,12,48,40,NE,16,14,13,6,12,5,None,"Perception, Stealth","Nonmagicalres, darknessres",Darkvision 60,None,"Ethereal Awareness, Keen Hearing, Keen Smell, Shadow Blend, Sunlight Weakness",,,,,,,,,,,,,,,,,
"Skeleton, Minotaur",Large,Undead,2.00,https://roll20.net/compendium/dnd5e/Minotaur%20Skeleton#content,Monster Manual,Wizards of the Coast,12,67,40,LE,18,11,15,6,8,5,None,None,"Bludgeoningweak, poisonimmu, exhaustionimmu, poisonedimmu",Darkvision 60,Abyssal,Charge,,,,,,,,,,,,,,,,,
Thayan Apprentice,Medium,Humanoid (Human),2.00,,Tales from the Yawning Portal,Wizards of the Coast,12,27,30,NOT GOOD,10,14,12,15,13,11,None,Arcana,None,Normal,"Common, Thayan","Doomvault Devotion, Normal Spellcasting",,,,,,,,,,,,,,,,,
Thayan Warrior,Medium,Humanoid (Human),2.00,,Tales from the Yawning Portal,Wizards of the Coast,16,52,30,NOT GOOD,16,13,14,10,11,11,None,Perception,None,Normal,"Common, Thayan","Doomvault Devotion, Pack Tactics",,,,,,,,,,,,,,,,,
Tortle Druid,Medium,Humanoid (Tortle),2.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,17,33,30,LN,14,10,12,11,15,12,None,"Animal Handling, Nature, Survival",None,Normal,"Aquan, Common","Hold Breath, Normal Spellcasting",,,,,,,,,,,,,,,,,
Uthgardt Shaman,Medium,Humanoid (Human),2.00,,Storm King's Thunder,Wizards of the Coast,13,38,30,NE,14,12,13,10,15,12,None,"Medicine, Nature, Perception, Survival",None,Normal,"Bothii, COmmon",Innate Spellcasting,,,,,,,,,,,,,,,,,
Vegepygmy Chief,Small,Plant,2.00,,Volo's Guide to Monsters,Wizards of the Coast,14,33,30,N,14,14,14,7,12,9,None,"Perception, Stealth","Lightningres, piercingres",Darkvision 60,Own,"Plant Camouflage, Regeneration",,,,,,,,,,,,,,,,,
Will-O'-Wisp,Tiny,Undead,2.00,,Monster Manual,Wizards of the Coast,19,22,fly 50,CE,1,28,10,13,14,11,None,None,"Lightningimmu, poisonimmu, acidres, coldres, fireres, necroticres, thunderres, nonmagicalres, exhaustionimmu, grappledimmu, paralyzedimmu, poisonedimmu, proneimmu, restrainedimmu, unconsciousimmu",Darkvision 120,Any,"Consume Life, Ephemeral, Incorporeal Movement, Variable Illumination",,,,,,,,,,,,,,,,,
Yellow Musk Creeper,Medium,Plant,2.00,,Tomb of Annihilation,Wizards of the Coast,6,60,"5, climb 5",U,12,3,12,1,10,3,None,None,"Blindedimmu, deafenedimmu, exhaustionimmu, proneimmu",Blindsight 30,None,"False Appearance, Regeneration",,,,,,,,,,,,,,,,,
Yuan-Ti Broodguard,Medium,Humanoid (Yuan-Ti),2.00,,Volo's Guide to Monsters,Wizards of the Coast,14,45,30,NE,15,14,14,6,11,4,"STR, DEX, WIS",Perception,"Poisonimmu, poisonedimmu",Darkvision 60,"Abyssal, Common, Draconic","Mental Resistance, Reckless",,,,,,,,,,,,,,,,,
"Zombie, Ogre",Large,Undead,2.00,,Monster Manual,Wizards of the Coast,8,93,30,NE,19,6,18,3,6,5,WIS,None,"Poisonimmu, poisonedimmu",Darkvision 60,"Common, Giant",Undead Fortitude,,,,,,,,,,,,,,,,,
"Zuggtmoy, Chamberlain",Large,Plant,2.00,,Out of the Abyss,Wizards of the Coast,13,45,20,CE,17,7,14,11,8,12,None,None,"Bludgeoningres, piercingres",Darkvision 60,"Abyssal, Undercommon","Mushroom Portal, Poison Spores",,,,,,,,,,,,,,,,,
Assassin Vine,Large,Plant,3.00,,Tomb of Annihilation,Wizards of the Coast,13,85,"5, climb 5",U,18,10,16,1,10,1,None,None,"Coldres, fireres, blindedimmu, deafenedimmu, exhaustionimmu, proneimmu",Blindsight 30,None,False Appearance,,,,,,,,,,,,,,,,,
Basilisk,Medium,Monstrosity,3.00,,Monster Manual,Wizards of the Coast,15,52,30,U,16,8,15,2,8,7,"STR, CON, WIS, CHA","Deception, Insight, Perception","Coldres, nonmagicalres, nonsilvered immu, fireimmu, poisonimmu, poisonedimmu",Darkvision 120,"Infernal, telepathy 120","Barbed Hide, Devil's Sight, Magic Resistance",,,,,,,,,,,,,,,,,
"Beholder, Spectator",Medium,Aberration,3.00,https://www.dndbeyond.com/monsters/17094-spectator?srsltid=AfmBOoorN8f9b4gTnwus5zMeuJTKrKANdCzfscZGimj6POkGr9t0rxXy,Monster Manual,Wizards of the Coast,14,39,20 fly,LN,8,14,14,13,14,11,"INT, WIS, CHA",Perception,Proneimmu,Darkvision 120,"Deep Speech, Undercommon","Antimagic Cone, Lair, Legendary",,,,,,,,,,,,,,,,,
Black Earth Priest,Medium,Humanoid (Human),3.00,,Princes of the Apocalypse,Wizards of the Coast,17,45,30,NE,15,11,14,12,10,16,None,"Intimidation, Religion, Persuasion",None,Normal,"Common, Terran",Normal Spellcasting,,,,,,,,,,,,,,,,,
Bugbear Chief,Medium,Humanoid,3.00,,Monster Manual,Wizards of the Coast,17,65,30,CE,17,14,14,11,12,11,None,"Intimidation, Stealth, Survival",None,Darkvision 60,"Common, Goblin","Brute, Hearth of Hruggek, Surprise Attack",,,,,,,,,,,,,,,,,
Cave Fisher,Medium,Monstrosity,3.00,,Volo's Guide to Monsters,Wizards of the Coast,16,58,"20, climb 20",U,16,13,14,3,10,3,None,"Perception, Stealth",None,Blindsight 60,None,"Adhesive Filament, Flammable Blood, Spider Climb",,,,,,,,,,,,,,,,,
"Chitine, Choldrith",Medium,Monstrosity,3.00,,Volo's Guide to Monsters,Wizards of the Coast,15,66,"30, climb 30",CE,12,16,12,11,14,10,None,"Athletics, Religion, Stealth",None,Darkvision 60,Undercommon,"Fey Ancestry, Normal Spellcasting, Spider Climb, Sunlight Sensitivity, Web Sense, Web Walker",,,,,,,,,,,,,,,,,
"Crushing Wave, Dark Tide Knight",Medium,Humanoid (Human),3.00,,Princes of the Apocalypse,Wizards of the Coast,13,58,30,LE,17,16,14,10,11,11,None,"Athletics, Stealth",None,Normal,Common,Bonded Mount,,,,,,,,,,,,,,,,,
"Crushing Wave, One-Eyed Shiver",Medium,Humanoid (Human),3.00,,Princes of the Apocalypse,Wizards of the Coast,12,49,30,CE,10,14,12,13,13,17,None,"Arcana, Perception, Intimidation",Coldimmu,Normal,Common,Chilling Mist,,,,,,,,,,,,,,,,,
Deathlock Wight,Medium,Undead,3.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,12,37,30,NE,11,14,16,12,14,16,WIS,"Arcana, Perception","Necroticres, nonmagicalres, poisonimmu, exhaustionimmu, poisonedimmu",Darkvision 60,Any,"Innate Spellcasting, Sunlight Sensitivity",,,,,,,,,,,,,,,,,
Deep Scion,Medium,Humanoid (Shapechanger),3.00,,Volo's Guide to Monsters,Wizards of the Coast,11,67,"30, swim 40",NE,18,13,16,10,12,14,"WIS, CHA","Deception, Insight, Sleight of Hand, Stealth",None,Darkvision 120,"Aquan, Common, Thieves' Cant","Shapechanger, Amphibious",,,,,,,,,,,,,,,,,
"Demon, Bulezau",Medium,Fiend (Demon),3.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,14,52,40,CE,15,14,17,8,9,6,None,None,"Coldres, fireres, lightningres, poisonimmu, charmedimmu, frightenedimmu, poisonedimmu",Darkvision 120,"Abyssal, telepathy 60","Rotting Presence, Standing Leap, Sure-Footed",,,,,,,,,,,,,,,,,
Derro Savant,Small,Humanoid (Derro),3.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,13,36,30,CE,9,14,12,11,5,14,None,Stealth,None,Darkvision 120,"Dwarvish, Undercommon","Magic Resistance, Normal Spellcasting, Sunlight Sensitivity",,,,,,,,,,,,,,,,,
"Devil, Bearded",Medium,Fiend (Devil),3.00,,Monster Manual,Wizards of the Coast,13,52,30,LE,16,15,15,9,11,11,"STR, CON, WIS",None,"Coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, poisonedimmu",Darkvision 120,"Infernal, telepathy 120","Devil's Sight, Magic Resistance, Steadfast",,,,,,,,,,,,,,,,,
"Dinosaur, Ankylosaurus",Huge,Beast,3.00,,Monster Manual,Wizards of the Coast,15,68,30,U,19,11,15,2,12,5,None,None,None,Normal,None,None,,,,,,,,,,,,,,,,,
Displacer Beast,Large,Monstrosity,3.00,,Monster Manual,Wizards of the Coast,13,85,40,LE,18,15,16,6,12,8,None,None,None,Darkvision 60,None,"Avoidance, Displacement",,,,,,,,,,,,,,,,,
Doppelganger,Medium,Monstrosity,3.00,,Monster Manual,Wizards of the Coast,14,52,30,N,11,18,14,11,12,14,None,"Deception, Insight",Charmedimmu,Darkvision 60,Common,"Shapechanger, Ambusher, Surprise Attack",,,,,,,,,,,,,,,,,
"Dragon, Chromatic, Blue, Wyrmling",Medium,Dragon,3.00,,Monster Manual,Wizards of the Coast,17,52,"30, 15 burrow, fly 60",LE,17,10,15,12,11,15,"DEX, CON, WIS, CHA","Perception, Stealth",Lightningimmu,"Blindsight 30, darkvision 120","Common, Draconic",None,,,,,,,,,,,,,,,,,
"Dragon, Metallic, Gold, Wyrmling",Medium,Dragon,3.00,,Monster Manual,Wizards of the Coast,17,60,"30, fly 60, swim 30",LG,19,14,17,14,11,16,"DEX, CON, WIS, CHA","Perception, Stealth",Fireimmu,"Blindsight 10, darkvision 60",Draconic,Amphibious,,,,,,,,,,,,,,,,,
Duergar Screamer,Medium,Construct,3.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,15,38,20,LE,18,7,12,5,5,5,None,None,"Poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu",Darkvision 60,Dwarvish,Engine of Pain,,,,,,,,,,,,,,,,,
Eternal Flame Priest,Medium,Humanoid (Human),3.00,,Princes of the Apocalypse,Wizards of the Coast,12,52,30,NE,12,15,14,10,11,16,None,"Deception, Intimidation, Religion",Fireres,Normal,"Common, Ignan",Normal Spellcasting,,,,,,,,,,,,,,,,,
Flail Snail,Large,Elemental,3.00,,Volo's Guide to Monsters,Wizards of the Coast,16,52,10,U,17,5,20,3,10,5,None,None,"Fireimmu, poisonimmu, poisonedimmu","Darkvision 60, tremorsense 60",None,"Antimagic Shell, Flail Tentacles",,,,,,,,,,,,,,,,,
Giant Ice Toad,Large,Monstrosity,3.00,https://www.dndbeyond.com/monsters/16896-giant-toad?srsltid=AfmBOooI_dnXcUNcMnnK62C7HpyjYPdFjIMn1FaiLvdBM2BkFwotTQUg,Tales from the Yawning Portal,Wizards of the Coast,14,52,30,N,16,13,14,8,10,6,None,None,Coldimmu,Darkvision 60,Own,"Amphibious, Cold Aura, Standing Leap",,,,,,,,,,,,,,,,,
Giant Lightning Eel,Large,Beast,3.00,,Tales from the Yawning Portal,Wizards of the Coast,13,42,"5, swim 30",U,11,17,16,2,12,3,None,None,Lightningres,Blindsight 60,None,Water Breathing,,,,,,,,,,,,,,,,,
Giant Snapping Turtle,Large,Beast,3.00,,Tomb of Annihilation,Wizards of the Coast,17,75,"30, swim 40",U,19,10,14,2,12,5,None,None,None,Darkvision 60,None,"Amphibious, Stable",,,,,,,,,,,,,,,,,
Giff,Medium,Humanoid,3.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,16,60,30,LN,18,14,17,11,12,12,None,None,None,Normal,Common,"Headfirst Charge, Firearms Knowledge",,,,,,,,,,,,,,,,,
Githyanki Warrior,Medium,Humanoid,3.00,https://www.aidedd.org/dnd/monstres.php?vo=githyanki-warrior,Monster Manual,Wizards of the Coast,17,49,30,LE,15,14,12,13,13,10,"CON, INT, WIS",None,None,Normal,Own,Innate Spellcasting,,,,,,,,,,,,,,,,,
Grell,Medium,Aberration,3.00,,Monster Manual,Wizards of the Coast,12,55,"10, fly 30",NE,15,14,13,12,11,9,None,"Perception, Stealth","Lightningimmu, blindedimmu, proneimmu",Blindsight 60,Own,None,,,,,,,,,,,,,,,,,
"Hag, Green",Medium,Fey,3.00,https://roll20.net/compendium/dnd5e/Green%20Hag#content,Monster Manual,Wizards of the Coast,17,82,30,NE,18,12,16,13,14,14,None,"Arcana, Deception, Perception, Stealth",None,Darkvision 60,"Common, Draconic, Sylvan","Amphibious, Innate Spellcasting, Mimicry",,,,,,,,,,,,,,,,,
Hell Hound,Medium,Fiend,3.00,,Monster Manual,Wizards of the Coast,15,45,50,LE,17,12,14,6,13,6,None,Perception,Fireimmu,Darkvision 60,Infernal,"Keen Hearing, Keen Smell, Pack Tactics",,,,,,,,,,,,,,,,,
Hobgoblin Captain,Medium,Humanoid,3.00,,Monster Manual,Wizards of the Coast,17,39,30,LE,15,14,14,12,10,13,None,None,None,Darkvision 60,"Common, Goblin",Martial Advantage,,,,,,,,,,,,,,,,,
Hook Horror,Large,Monstrosity,3.00,,Monster Manual,Wizards of the Coast,15,75,"30, climb 30",N,18,10,15,6,12,7,None,Perception,None,"Blindsight 60, darkvision 10",None,"Echolocation, Keen Hearing",,,,,,,,,,,,,,,,,
"Howling Hatred, Skyweaver",Medium,Humanoid (Human),3.00,,Princes of the Apocalypse,Wizards of the Coast,12,44,30,CE,8,14,12,11,10,16,None,"Deception, Persuasion",None,Normal,"Auran, Common",Normal Spellcasting,,,,,,,,,,,,,,,,,
Kalka-Kylla,Large,Monstrosity,3.00,,Tales from the Yawning Portal,Wizards of the Coast,15,85,"30, swim 30",N,17,12,16,15,16,12,None,"Deception, Insight, Stealth",None,Blindsight 30,Olman,"Amphibious, False Appearance, Shell",,,,,,,,,,,,,,,,,
Leucrotta,Large,Monstrosity,3.00,,Volo's Guide to Monsters,Wizards of the Coast,14,67,50,CE,18,14,15,9,12,6,None,"Deception, Perception",None,Darkvision 60,"Abyssal, Gnoll","Keen Smell, Kicking Retreat, Mimicry, Rampage",,,,,,,,,,,,,,,,,
"Lycanthrope, Werewolf",Medium,Humanoid,3.00,,Monster Manual,Wizards of the Coast,12,58,40,CE,15,13,14,10,11,10,None,"Perception, Stealth","Nonmagicalimmu, nonsilveredimmu",Normal,Common,"Shapechanger, Keen Hearing, Keen Smell",,,,,,,,,,,,,,,,,
Manticore,Large,Monstrosity,3.00,,Monster Manual,Wizards of the Coast,14,68,"30, fly 50",LE,17,16,17,7,12,8,None,None,None,Darkvision 60,Common,Tail Spike Regrowth,,,,,,,,,,,,,,,,,
Minotaur,Large,Monstrosity,3.00,,Monster Manual,Wizards of the Coast,14,76,40,CE,18,11,16,6,16,9,None,Perception,None,Darkvision 60,Abyssal,"Charge, Labyrinthine Recall, Reckless",,,,,,,,,,,,,,,,,
"Misc. Creature, Giant Scorpion",Large,Beast,3.00,,Monster Manual,Wizards of the Coast,15,52,40,U,15,13,15,1,9,3,None,None,None,Blindsight 60,None,None,,,,,,,,,,,,,,,,,
"Misc. Creature, Killer Whale",Huge,Beast,3.00,,Monster Manual,Wizards of the Coast,12,90,swim 60,U,19,10,13,3,12,7,None,Perception,None,Blindsight 120,None,"Echolocation, Hold Breath, Keen Hearing",,,,,,,,,,,,,,,,,
"Misc. Creature, Phase Spider",Large,Monstrosity,3.00,,Monster Manual,Wizards of the Coast,13,32,"30, climb 30",U,15,15,12,6,10,6,None,Stealth,None,Darkvision 60,None,"Ethereal Jaunt, Spider Climb, Web Walker",,,,,,,,,,,,,,,,,
"Misc. Creature, Winter Wolf",Large,Monstrosity,3.00,,Monster Manual,Wizards of the Coast,13,75,50,NE,18,13,14,7,12,8,None,"Perception, Stealth",Coldimmu,Normal,"Common, Giant, Own","Keen Hearing, Keen Smell, Pack Tactics, Snow Camouflage",,,,,,,,,,,,,,,,,
Mummy,Medium,Undead,3.00,,Monster Manual,Wizards of the Coast,11,58,20,LE,16,8,15,6,10,12,WIS,None,"Fireweak, nonmagicalres, necroticimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu",Darkvision 60,Any,None,,,,,,,,,,,,,,,,,
Neogi,Small,Aberration,3.00,,Volo's Guide to Monsters,Wizards of the Coast,15,33,"30, climb 30",LE,6,16,14,13,12,15,None,"Intimidation, Perception",None,Darkvision 60,"Common, Deep SPeech, Undercommon","Mental Fortitude, Spider Climb",,,,,,,,,,,,,,,,,
Nightmare,Large,Fiend,3.00,,Monster Manual,Wizards of the Coast,13,68,"60, fly 90",NE,18,15,16,10,13,15,None,None,Fireimmu,Normal,"Abyssal, Common, Infernal","Confer Fire Resistance, Illumination",,,,,,,,,,,,,,,,,
"NPC, Archer",Medium,Humanoid (Any Race),3.00,,Volo's Guide to Monsters,Wizards of the Coast,16,75,30,ANY,11,18,16,11,13,10,None,"Acrobatics, Perception, Stealth",None,Normal,Any,Archer's Eye,,,,,,,,,,,,,,,,,
"NPC, Illusionist",Medium,Humanoid (Any Race),3.00,,Volo's Guide to Monsters,Wizards of the Coast,12,38,30,ANY,9,14,13,16,11,12,"INT, WIS","Arcana, History",None,Normal,Any,"Normal Spellcasting, Displacement",,,,,,,,,,,,,,,,,
"NPC, Knight",Medium,Humanoid,3.00,,Monster Manual,Wizards of the Coast,18,52,30,ANY,16,11,14,11,11,15,"CON, WIS",None,None,Normal,Any,Brave,,,,,,,,,,,,,,,,,
"NPC, Martial Arts Adept",Medium,Humanoid (Any Race),3.00,,Volo's Guide to Monsters,Wizards of the Coast,16,60,40,ANY,11,17,13,11,16,10,None,"Acrobatics, Insight, Stealth",None,Normal,Any,Unarmored Defense,,,,,,,,,,,,,,,,,
"NPC, Swashbuckler",Medium,Humanoid (Any Race),3.00,,Volo's Guide to Monsters,Wizards of the Coast,17,66,30,NOT LAWFUL,12,18,12,14,11,15,None,"Acrobatics, Athletics, Persuasion",None,Normal,Any,"Lightfooted, Suave Defense",,,,,,,,,,,,,,,,,
"NPC, Veteran",Medium,Humanoid,3.00,,Monster Manual,Wizards of the Coast,17,58,30,ANY,16,13,14,10,11,10,None,"Athletics, Perception",None,Normal,Any,None,,,,,,,,,,,,,,,,,
Ogre Chain Brute,Large,Giant,3.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,11,59,40,CE,19,8,16,5,7,7,None,None,None,Darkvision 60,"Common, Giant",None,,,,,,,,,,,,,,,,,
Orc Red Fang of Shargaas,Medium,Humanoid (Orc),3.00,,Volo's Guide to Monsters,Wizards of the Coast,15,52,30,CE,11,16,15,9,11,9,None,"Intimidation, Perception, Stealth",None,Darkvision 60,"Common, Orc","Cunning Action, Hand of Shargaas, Shargaas' Sight, Slayer",,,,,,,,,,,,,,,,,
Owlbear,Large,Monstrosity,3.00,,Monster Manual,Wizards of the Coast,13,59,40,U,20,12,17,3,12,7,None,Perception,None,Darkvision 60,None,"Keen Sight, Keen Smell",,,,,,,,,,,,,,,,,
Phantom Warrior,Medium,Undead,3.00,,Curse of Strahd,Wizards of the Coast,16,45,30,ANY,16,11,16,8,10,15,None,"Perception, Stealth","Nonmagicalres, coldimmu, necroticimmu, poisonimmu",Darkvision 60,Any,"Ethereal Sight, Incorporeal Movement, Spectral Armor and Shield",,,,,,,,,,,,,,,,,
Redcap,Small,Fey,3.00,,Volo's Guide to Monsters,Wizards of the Coast,13,45,25,CE,18,13,18,10,12,9,None,"Athletics, Perception",None,Darkvision 60,"Common, Sylvan","Iron Boots, Outsize Strength",,,,,,,,,,,,,,,,,
Siren,Medium,Fey,3.00,,Tales from the Yawning Portal,Wizards of the Coast,14,38,"30, swim 30",CG,10,18,12,13,14,16,None,"Medicine, Nature, Stealth, Survival",None,Darkvision 60,"Common, Elvish, Sylvan","Amphibious, INnate Spellcasting, Magic Resistance",,,,,,,,,,,,,,,,,
Slithering Tracker,Medium,Ooze,3.00,,Volo's Guide to Monsters,Wizards of the Coast,14,32,"30, climb 30, swim 30",CE,16,19,15,10,14,11,None,Stealth,"COldweak,fireweak, nonmagicalres, blindedimmu, deafenedimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu, unconsciousimmu",Blindsight 120,Any,"Ambusher, Damage Transfer, False Appearance, Keen Tracker, Liquid Form, Spider Climb, Watery Stealth",,,,,,,,,,,,,,,,,
Sword Wraith Warrior,Medium,Undead,3.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,16,45,30,LE,18,12,17,6,9,10,None,None,"Necroticres, nonmagicalres, poisonimmu, exhaustionimmu, frightenedimmu, poisonedimmu, unconsciousimmu",Darkvision 60,Any,Martial Fury,,,,,,,,,,,,,,,,,
Trapper,Large,Monstrosity,3.00,,Volo's Guide to Monsters,Wizards of the Coast,13,85,"10, climb 10",U,17,10,17,2,13,4,None,Stealth,None,"Blindsight 30, darkvision 60",None,"False Appearance, Spider Climb",,,,,,,,,,,,,,,,,
Troglodyte Champion of Laogzed,Medium,Humanoid (Troglodyte),3.00,,Out of the Abyss,Wizards of the Coast,14,59,30,CE,18,12,18,8,12,12,None,"Athletics, Intimidation, Stealth",None,Darkvision 60,Own,"Chameleon Skin, Stench, Sunlight Sensitivity",,,,,,,,,,,,,,,,,
Vampiric Mist,Medium,Undead,3.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,13,30,fly 30,CE,6,16,16,6,12,7,WIS,None,"Acidres, coldres, lightningres, necroticres, thunderres, nonmagicalres, poisonimmu, charmedimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Darkvision 60,None,"Life Sense, Forbiddance, Misty Form, Sunlight Hypersensitivity",,,,,,,,,,,,,,,,,
Water Weird,Large,Elemental,3.00,,Monster Manual,Wizards of the Coast,13,58,swim 60,N,17,16,13,11,10,10,None,None,"Fireres, nonmagicalres, poisonimmu, exhaustionimmu, grappledimmu, paralyzedimmu, poisonedimmu, restrainedimmu, proneimmu, unconsciousimmu",Blindsight 30,Aquan,"Invisible in Water, Water Bound",,,,,,,,,,,,,,,,,
Wight,Medium,Undead,3.00,,Monster Manual,Wizards of the Coast,14,45,30,NE,15,14,16,10,13,15,None,"Perception, Stealth","Necroticres, nonmagicalres, poisonimmu, exhaustionimmu, poisonedimmu",Darkvision 60,Any,Sunlight Sensitivity,,,,,,,,,,,,,,,,,
Yakfolk Warrior,Large,Monstrosity,3.00,,Storm King's Thunder,Wizards of the Coast,11,60,30,NE,18,11,15,14,15,14,None,"Deception, Survival",None,Normal,"Common, Yikaria",Possession,,,,,,,,,,,,,,,,,
Yeti,Large,Monstrosity,3.00,,Monster Manual,Wizards of the Coast,12,51,"40, climb 40",CE,18,13,16,8,12,7,None,"Perception, Stealth",Coldimmu,Darkvision 60,Own,"Fear of Fire, Keen Smell, Snow Camouflage",,,,,,,,,,,,,,,,,
Yuan-Ti Malison,Medium,Monstrosity,3.00,,Monster Manual,Wizards of the Coast,12,66,30,NE,16,14,13,14,12,16,None,"Deception, Stealth","Poisonimmu, poisonedimmu",Darkvision 60,"Abyssal, Common, Draconic","Shapechanger, Innate Spellcasting, Magic Resistance, Malison Type",,,,,,,,,,,,,,,,,
"Yugoloth, Merreno",Medium,Fiend (Yugoloth),3.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,13,40,"30, swim 40",NE,8,17,10,17,14,11,"DEX, INT","History, Nature, Perception, Survival","Coldres, fireres, lightningres, nonmagicalres, acidimmu, poisonimmu, poisonedimmu","Blindsight 60, darkvision 60","Abyssal, Infernal, telepathy 60","Innate Spellcasting, Magic Resistance, Magic Weapons, Teleport, Lair",,,,,,,,,,,,,,,,,
"Zombie, Ankylosaurus",Huge,Undead,3.00,,Tomb of Annihilation,Wizards of the Coast,14,68,20,U,19,9,15,2,6,3,None,None,"Poisonimmu, poisonedimmu",Darkvision 60,None,Undead Fortitude,,,,,,,,,,,,,,,,,
"Zombie, Girallon",Large,Undead,3.00,,Tomb of Annihilation,Wizards of the Coast,11,59,"30, climb 30",CE,18,12,16,3,7,5,None,None,"Poisonimmu, poisonedimmu",Darkvision 60,None,"Aggressive, Undead Fortitude",,,,,,,,,,,,,,,,,
Banshee,Medium,Undead,4.00,,Monster Manual,Wizards of the Coast,12,58,40 fly,CE,1,14,10,12,11,17,"WIS, CHA",None,"Acidres, fireres, lightningres, thunderres, nonmagicalres, coldimmu, necroticimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Darkvision 60,"Common, Elvish","Detect Life, Incorporeal Movement",,,,,,,,,,,,,,,,,
Barghest,Large,Fiend (Shapechanger),4.00,,Volo's Guide to Monsters,Wizards of the Coast,17,90,60,NE,19,15,14,13,12,14,None,"Deception, Intimidation, Perception, Stealth","Coldres, fireres, lightningres, nonmagicalres, acidimmu, poisonimmu, poisonedimmu","Blindsight 60, darkvision 60","Abyssal, Common, Goblin, Infernal, telepathy 60","Shapechanger, Fire Banishment, Keen Smell, Innate Spellcasting",,,,,,,,,,,,,,,,,
"Black Earth, Burrowshark",Medium,Humanoid (Human),4.00,,Princes of the Apocalypse,Wizards of the Coast,18,82,30,NE,18,12,16,10,11,13,None,"Animal Handling, Athletics, Intimidation, Perception",None,Normal,Common,Bond of the Black Earth,,,,,,,,,,,,,,,,,
"Black Earth, Stonemelder",Medium,Humanoid (Human),4.00,,Princes of the Apocalypse,Wizards of the Coast,17,75,30,NE,15,10,16,12,11,17,None,"Intimidation, Perception",None,Tremorsense 30,"Common, Terran","Death Burst, Normal Spellcasting",,,,,,,,,,,,,,,,,
Chuul,Large,Aberration,4.00,https://www.dndbeyond.com/monsters/16824-chuul?srsltid=AfmBOopZmAWOIwtsoeEJITlXNQ_U7zKAtgwugYaEuSbfUOII8Ar041No,Monster Manual,Wizards of the Coast,16,93,"30, 30 swim",CE,19,10,16,5,11,5,None,Perception,"Poisonimmu, poisonedimmu",Darkvision 60,Deep Speech,"Amphibious, Sense Magic",,,,,,,,,,,,,,,,,
